,id,left,top,right,bottom,活動中心數量,郵局數量,公車站數量,火車站數量,加油站數量,停車場數量,腳踏車站點數量,寺廟數量,大賣數量,服飾數量,便利商店數量,超市美妝數量,電子賣場數量,電信業者,銀行數量,ATM數量,大學數量,高中數量,國小數量,國中數量,補習班數量,嫌惡設施_危險數量,嫌惡設施_殯葬數量,嫌惡設施_髒亂數量,食物數量,診所數量,醫院數量,禮品百貨數量,觀光景點數量,房屋稅數量,地段率總和,折舊年數總和,平均地段率,平均折舊年數,預測值,誤差
26713,26714,13377940.33,2624886.267,13377990.33,2624836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,106,100.0,106.0,100.52253532409668,0.5225353240966797
26714,26715,13377940.33,2624836.267,13377990.33,2624786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,46,100.0,46.0,99.16169548034668,0.8383045196533203
26716,26717,13377940.33,2624736.267,13377990.33,2624686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,22,100.0,11.0,99.31847190856934,0.6815280914306641
26717,26718,13377940.33,2624686.267,13377990.33,2624636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,96,100.0,96.0,98.9693660736084,1.0306339263916016
26718,26719,13377940.33,2624636.267,13377990.33,2624586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,122,100.0,61.0,100.04412269592285,0.04412269592285156
26841,26842,13377990.33,2632586.267,13378040.33,2632536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,29,130.0,29.0,129.1409912109375,0.8590087890625
26842,26843,13377990.33,2632536.267,13378040.33,2632486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,88,130.0,29.0,129.11161041259766,0.8883895874023438
26844,26845,13377990.33,2632436.267,13378040.33,2632386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,11,130.0,11.0,129.8015022277832,0.19849777221679688
26845,26846,13377990.33,2632386.267,13378040.33,2632336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,11,130.0,11.0,130.27169036865234,0.27169036865234375
26847,26848,13377990.33,2632286.267,13378040.33,2632236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,105,130.0,35.0,129.58681869506836,0.4131813049316406
26848,26849,13377990.33,2632236.267,13378040.33,2632186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,69,130.0,35.0,130.5603790283203,0.5603790283203125
26849,26850,13377990.33,2632186.267,13378040.33,2632136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,69,130.0,35.0,130.59779357910156,0.5977935791015625
26850,26851,13377990.33,2632136.267,13378040.33,2632086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,68,130.0,34.0,130.8541374206543,0.8541374206542969
26851,26852,13377990.33,2632086.267,13378040.33,2632036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,34,130.0,34.0,130.86077499389648,0.8607749938964844
26852,26853,13377990.33,2632036.267,13378040.33,2631986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,63,130.0,21.0,132.3645782470703,2.3645782470703125
26904,26905,13377990.33,2629436.267,13378040.33,2629386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,41,120.0,41.0,114.7775993347168,5.222400665283203
26909,26910,13377990.33,2629186.267,13378040.33,2629136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,41,120.0,41.0,119.36940002441406,0.6305999755859375
26920,26921,13377990.33,2628636.267,13378040.33,2628586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,42,120.0,42.0,120.26597595214844,0.2659759521484375
26922,26923,13377990.33,2628536.267,13378040.33,2628486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,44,120.0,44.0,120.83532333374023,0.8353233337402344
26993,26994,13377990.33,2624986.267,13378040.33,2624936.267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,400,159,100.0,40.0,100.15557098388672,0.15557098388671875
26994,26995,13377990.33,2624936.267,13378040.33,2624886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,172,100.0,86.0,100.19053268432617,0.19053268432617188
26996,26997,13377990.33,2624836.267,13378040.33,2624786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,137,100.0,69.0,99.86709022521973,0.13290977478027344
26997,26998,13377990.33,2624786.267,13378040.33,2624736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,187,100.0,94.0,99.63186073303223,0.36813926696777344
26998,26999,13377990.33,2624736.267,13378040.33,2624686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,63,100.0,32.0,99.45617294311523,0.5438270568847656
26999,27000,13377990.33,2624686.267,13378040.33,2624636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,129,100.0,65.0,99.17955207824707,0.8204479217529297
27000,27001,13377990.33,2624636.267,13378040.33,2624586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,64,100.0,64.0,99.70113945007324,0.2988605499267578
27001,27002,13377990.33,2624586.267,13378040.33,2624536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,89,100.0,89.0,99.59139823913574,0.4086017608642578
27002,27003,13377990.33,2624536.267,13378040.33,2624486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,48,100.0,48.0,100.76089286804199,0.7608928680419922
27123,27124,13378040.33,2632586.267,13378090.33,2632536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,58,130.0,29.0,129.13189697265625,0.86810302734375
27124,27125,13378040.33,2632536.267,13378090.33,2632486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,91,130.0,30.0,129.43534088134766,0.5646591186523438
27125,27126,13378040.33,2632486.267,13378090.33,2632436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,29,130.0,29.0,129.23174285888672,0.7682571411132812
27126,27127,13378040.33,2632436.267,13378090.33,2632386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,29,130.0,29.0,129.71554565429688,0.284454345703125
27129,27130,13378040.33,2632286.267,13378090.33,2632236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,35,130.0,35.0,130.44416046142578,0.44416046142578125
27130,27131,13378040.33,2632236.267,13378090.33,2632186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,69,130.0,35.0,130.93123626708984,0.9312362670898438
27131,27132,13378040.33,2632186.267,13378090.33,2632136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,69,130.0,35.0,130.11041641235352,0.11041641235351562
27132,27133,13378040.33,2632136.267,13378090.33,2632086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,68,130.0,34.0,130.24063110351562,0.240631103515625
27133,27134,13378040.33,2632086.267,13378090.33,2632036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,68,130.0,34.0,131.10433197021484,1.1043319702148438
27134,27135,13378040.33,2632036.267,13378090.33,2631986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,19,130.0,19.0,131.12242889404297,1.1224288940429688
27199,27200,13378040.33,2628786.267,13378090.33,2628736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,45,120.0,45.0,119.4578857421875,0.5421142578125
27213,27214,13378040.33,2628086.267,13378090.33,2628036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,44,120.0,44.0,120.26499938964844,0.2649993896484375
27215,27216,13378040.33,2627986.267,13378090.33,2627936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,41,120.0,41.0,119.76174926757812,0.238250732421875
27223,27224,13378040.33,2627586.267,13378090.33,2627536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,43,120.0,43.0,116.79638671875,3.20361328125
27274,27275,13378040.33,2625036.267,13378090.33,2624986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,43,100.0,43.0,100.03276634216309,0.03276634216308594
27275,27276,13378040.33,2624986.267,13378090.33,2624936.267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,51,100.0,51.0,100.18699073791504,0.18699073791503906
27276,27277,13378040.33,2624936.267,13378090.33,2624886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,71,100.0,71.0,99.93997764587402,0.06002235412597656
27277,27278,13378040.33,2624886.267,13378090.33,2624836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,85,100.0,85.0,100.2889575958252,0.2889575958251953
27278,27279,13378040.33,2624836.267,13378090.33,2624786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,54,100.0,54.0,100.48576545715332,0.4857654571533203
27279,27280,13378040.33,2624786.267,13378090.33,2624736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,114,100.0,57.0,99.79200553894043,0.2079944610595703
27280,27281,13378040.33,2624736.267,13378090.33,2624686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,100,100.0,50.0,100.8330307006836,0.8330307006835938
27281,27282,13378040.33,2624686.267,13378090.33,2624636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,400,287,100.0,72.0,99.37372207641602,0.6262779235839844
27302,27303,13378040.33,2623636.267,13378090.33,2623586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,21,100.0,21.0,99.5573902130127,0.4426097869873047
27404,27405,13378090.33,2632636.267,13378140.33,2632586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,28,130.0,28.0,128.74838256835938,1.251617431640625
27405,27406,13378090.33,2632586.267,13378140.33,2632536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,55,130.0,28.0,129.31449508666992,0.6855049133300781
27406,27407,13378090.33,2632536.267,13378140.33,2632486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,64,130.0,32.0,128.97954559326172,1.0204544067382812
27408,27409,13378090.33,2632436.267,13378140.33,2632386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,63,130.0,32.0,129.49216079711914,0.5078392028808594
27409,27410,13378090.33,2632386.267,13378140.33,2632336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,80,130.0,27.0,129.9839096069336,0.01609039306640625
27410,27411,13378090.33,2632336.267,13378140.33,2632286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,35,130.0,35.0,130.75296020507812,0.752960205078125
27411,27412,13378090.33,2632286.267,13378140.33,2632236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,104,130.0,35.0,130.5132179260254,0.5132179260253906
27413,27414,13378090.33,2632186.267,13378140.33,2632136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,35,130.0,35.0,130.6953239440918,0.6953239440917969
27415,27416,13378090.33,2632086.267,13378140.33,2632036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,68,130.0,34.0,130.93397903442383,0.9339790344238281
27416,27417,13378090.33,2632036.267,13378140.33,2631986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,27,130.0,27.0,131.2192840576172,1.2192840576171875
27467,27468,13378090.33,2629486.267,13378140.33,2629436.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,42,120.0,42.0,115.84115219116211,4.158847808837891
27475,27476,13378090.33,2629086.267,13378140.33,2629036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,44,120.0,44.0,120.78182983398438,0.781829833984375
27500,27501,13378090.33,2627836.267,13378140.33,2627786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,43,120.0,43.0,119.23696899414062,0.763031005859375
27551,27552,13378090.33,2625286.267,13378140.33,2625236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,84,100.0,42.0,100.08609390258789,0.08609390258789062
27553,27554,13378090.33,2625186.267,13378140.33,2625136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,84,100.0,42.0,100.16891670227051,0.1689167022705078
27554,27555,13378090.33,2625136.267,13378140.33,2625086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,42,100.0,42.0,100.09323692321777,0.09323692321777344
27557,27558,13378090.33,2624986.267,13378140.33,2624936.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,53,100.0,53.0,100.44170188903809,0.44170188903808594
27558,27559,13378090.33,2624936.267,13378140.33,2624886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,54,100.0,54.0,99.63123893737793,0.3687610626220703
27559,27560,13378090.33,2624886.267,13378140.33,2624836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,54,100.0,54.0,99.76009559631348,0.23990440368652344
27560,27561,13378090.33,2624836.267,13378140.33,2624786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,60,100.0,30.0,100.18502998352051,0.1850299835205078
27562,27563,13378090.33,2624736.267,13378140.33,2624686.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,93,100.0,47.0,99.81807708740234,0.18192291259765625
27563,27564,13378090.33,2624686.267,13378140.33,2624636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,94,100.0,47.0,99.51212310791016,0.48787689208984375
27565,27566,13378090.33,2624586.267,13378140.33,2624536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,78,100.0,39.0,99.96102333068848,0.03897666931152344
27573,27574,13378090.33,2624186.267,13378140.33,2624136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,84,110.0,42.0,110.57220649719238,0.5722064971923828
27574,27575,13378090.33,2624136.267,13378140.33,2624086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,84,110.0,42.0,110.455322265625,0.455322265625
27575,27576,13378090.33,2624086.267,13378140.33,2624036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,84,110.0,42.0,110.8906421661377,0.8906421661376953
27576,27577,13378090.33,2624036.267,13378140.33,2623986.267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,42,110.0,42.0,110.19413566589355,0.1941356658935547
27578,27579,13378090.33,2623936.267,13378140.33,2623886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,36,100.0,36.0,100.73425102233887,0.7342510223388672
27579,27580,13378090.33,2623886.267,13378140.33,2623836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,42,100.0,42.0,100.45405006408691,0.45405006408691406
27580,27581,13378090.33,2623836.267,13378140.33,2623786.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,84,100.0,42.0,99.96891212463379,0.031087875366210938
27581,27582,13378090.33,2623786.267,13378140.33,2623736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,42,100.0,42.0,100.17069053649902,0.17069053649902344
27686,27687,13378140.33,2632636.267,13378190.33,2632586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,61,130.0,31.0,128.97528076171875,1.02471923828125
27687,27688,13378140.33,2632586.267,13378190.33,2632536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,32,130.0,32.0,129.26403045654297,0.7359695434570312
27688,27689,13378140.33,2632536.267,13378190.33,2632486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,32,130.0,32.0,128.70331192016602,1.2966880798339844
27690,27691,13378140.33,2632436.267,13378190.33,2632386.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,86,130.0,29.0,129.66029357910156,0.3397064208984375
27691,27692,13378140.33,2632386.267,13378190.33,2632336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,29,130.0,29.0,130.0153923034668,0.015392303466796875
27692,27693,13378140.33,2632336.267,13378190.33,2632286.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,29,130.0,29.0,130.1460075378418,0.14600753784179688
27694,27695,13378140.33,2632236.267,13378190.33,2632186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,260,61,130.0,31.0,130.69922637939453,0.6992263793945312
27696,27697,13378140.33,2632136.267,13378190.33,2632086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,29,130.0,29.0,129.7002410888672,0.2997589111328125
27773,27774,13378140.33,2628286.267,13378190.33,2628236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,42,120.0,42.0,119.67430877685547,0.32569122314453125
27774,27775,13378140.33,2628236.267,13378190.33,2628186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,42,120.0,42.0,120.2601547241211,0.26015472412109375
27776,27777,13378140.33,2628136.267,13378190.33,2628086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,44,120.0,44.0,119.6057243347168,0.3942756652832031
27777,27778,13378140.33,2628086.267,13378190.33,2628036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,43,120.0,43.0,119.65987777709961,0.3401222229003906
27783,27784,13378140.33,2627786.267,13378190.33,2627736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,43,120.0,43.0,119.37508773803711,0.6249122619628906
27785,27786,13378140.33,2627686.267,13378190.33,2627636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,43,120.0,43.0,119.32606506347656,0.6739349365234375
27828,27829,13378140.33,2625536.267,13378190.33,2625486.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,42,100.0,42.0,100.58272552490234,0.5827255249023438
27831,27832,13378140.33,2625386.267,13378190.33,2625336.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,40,100.0,40.0,100.92412376403809,0.9241237640380859
27833,27834,13378140.33,2625286.267,13378190.33,2625236.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,85,100.0,43.0,100.05707550048828,0.05707550048828125
27834,27835,13378140.33,2625236.267,13378190.33,2625186.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,84,100.0,42.0,99.7232437133789,0.27675628662109375
27835,27836,13378140.33,2625186.267,13378190.33,2625136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,103,100.0,34.0,100.34963989257812,0.349639892578125
27836,27837,13378140.33,2625136.267,13378190.33,2625086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,42,100.0,42.0,99.78477668762207,0.2152233123779297
27837,27838,13378140.33,2625086.267,13378190.33,2625036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,84,100.0,42.0,100.09177207946777,0.09177207946777344
27838,27839,13378140.33,2625036.267,13378190.33,2624986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,200,70,100.0,35.0,100.14978790283203,0.14978790283203125
27840,27841,13378140.33,2624936.267,13378190.33,2624886.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,36,110.0,36.0,109.70808219909668,0.2919178009033203
27841,27842,13378140.33,2624886.267,13378190.33,2624836.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,60,110.0,60.0,109.42192268371582,0.5780773162841797
27842,27843,13378140.33,2624836.267,13378190.33,2624786.267,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,52,110.0,52.0,110.35857963562012,0.3585796356201172
27843,27844,13378140.33,2624786.267,13378190.33,2624736.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,330,105,110.0,35.0,109.87784957885742,0.12215042114257812
27845,27846,13378140.33,2624686.267,13378190.33,2624636.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,310,203,103.0,68.0,103.12477111816406,0.1247711181640625
27846,27847,13378140.33,2624636.267,13378190.33,2624586.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,54,100.0,54.0,99.48937797546387,0.5106220245361328
27847,27848,13378140.33,2624586.267,13378190.33,2624536.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,41,100.0,41.0,100.46564102172852,0.4656410217285156
27855,27856,13378140.33,2624186.267,13378190.33,2624136.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,42,110.0,42.0,110.27469444274902,0.27469444274902344
27856,27857,13378140.33,2624136.267,13378190.33,2624086.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,28,110.0,28.0,110.92422485351562,0.924224853515625
27857,27858,13378140.33,2624086.267,13378190.33,2624036.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,28,110.0,28.0,110.38892555236816,0.38892555236816406
27858,27859,13378140.33,2624036.267,13378190.33,2623986.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,42,110.0,42.0,110.17730712890625,0.17730712890625
